"fid,N,10,0","c_bien_id,N,20,0","d_denomina,C,254","c_categori,N,24,15","d_categori,C,254","f_protecci,D","url_pweb,C,104"
686,12991,CASTILLO DE CIHUELA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12991
687,12545,CASTILLO DE SOMAEN,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12545
688,165975,40-044-0001-15 BURGOMILLODO IX,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=165975
689,11585,PALACIO CON SUS DEPENDENCIAS,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=11585
690,11624,ERMITA DE SAN MIGUEL DE P├üRRACES,933.000000000000000,MONUMENTO,10/13/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=11624
691,13993,PALACIO DE LOS RIOS Y SALCEDOS,933.000000000000000,MONUMENTO,03/17/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13993
777,15480,IGLESIA DE SANTA MAR├ìA DEL CASTILLO,933.000000000000000,MONUMENTO,08/12/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15480
692,12920,IGLESIA DE SAN MIGUEL ARC├üNGEL,933.000000000000000,MONUMENTO,04/10/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12920
693,13222,ARCO ROMANO,933.000000000000000,MONUMENTO,08/09/30,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13222
694,13294,ERMITA DE NUESTRA SE├æORA DE LA BIENVENIDA,933.000000000000000,MONUMENTO,10/10/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13294
695,15636,"CAPILLA SAN JUAN BAUTISTA, IGLESIA DEL SALVADOR",933.000000000000000,MONUMENTO,09/26/41,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15636
696,16042,PALACIO BUTRON,933.000000000000000,MONUMENTO,08/08/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16042
697,818898,CONJUNTO DE BODEGAS  DE TORQUEMADA,930.000000000000000,CONJUNTO ETNOL├ôGICO,12/10/15,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=818898
698,13744,CASTILLO DE SAN PEDRO MANRIQUE,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13744
699,13697,CASTILLO DE SAN ESTEBAN DE GORMAZ,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13697
700,13180,"CASTILLO DENOMINADO ""EL CUBO""",972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13180
716,14950,IGLESIA DE SAN PEDRO APOSTOL,933.000000000000000,MONUMENTO,06/13/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14950
717,15113,TORRE DEL RELOJ,933.000000000000000,MONUMENTO,11/27/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15113
701,12972,CASTILLO DE CASTILLEJO DE ROBLEDO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12972
702,15699,COLEGIO MAYOR DE SANTA CRUZ,933.000000000000000,MONUMENTO,02/11/55,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15699
703,5274,EL CASCO ANTIGUO,931.000000000000000,CONJUNTO HIST├ôRICO,09/28/76,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5274
704,119,LA PARTE ANTIGUA DE LA CIUDAD,931.000000000000000,CONJUNTO HIST├ôRICO,03/21/70,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=119
705,16415,CASTRO DE LAS LABRADAS,937.000000000000000,ZONA ARQUEOL├ôGICA,02/02/06,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16415
706,2358,YACIMIENTO DE LA ULA├æA,937.000000000000000,ZONA ARQUEOL├ôGICA,07/27/06,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2358
707,2136,"CASTILLO DE LOS VELASCO O TORRE DE LA RIBA,ILUSTRE O DUQUE FRIAS",972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2136
718,15249,IGLESIA PARROQUIAL DE SAN MIGUEL,933.000000000000000,MONUMENTO,05/08/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15249
719,17417,MUSEO DE ZAMORA PALACIO DEL CORDON,933.000000000000000,MONUMENTO,03/01/62,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17417
708,5527,CONJUNTO HISTORICO DE SANTIAGO MILLAS,931.000000000000000,CONJUNTO HIST├ôRICO,10/01/99,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5527
709,4682,LA VILLA,931.000000000000000,CONJUNTO HIST├ôRICO,05/05/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4682
710,709522,MURALLA DE EL BARCO DE ├üVILA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=709522
711,709530,MURALLA DE BURGOS,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=709530
712,14297,ROLLO DE JUSTICIA,976.000000000000000,ROLLOS DE JUSTICIA,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14297
713,213687,VALLE DEL RIO MANZANARES: ABRIGO III,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=213687
714,214241,ABRIGO III,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=214241
715,213774,VALLE DEL RIO MANZANARES: ABRIGO X,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=213774
720,17331,IGLESIA DE SAN ISIDORO,933.000000000000000,MONUMENTO,09/26/13,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17331
721,14338,IGLESIA DE SAN PEDRO,933.000000000000000,MONUMENTO,10/30/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14338
722,15801,FACHADAS PALACIO DE LOS MARQUESES DE VALVERDE,933.000000000000000,MONUMENTO,04/10/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15801
723,17396,IGLESIA DEL ESPIRITU SANTO,933.000000000000000,MONUMENTO,05/11/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17396
724,12539,CASTILLO DE MONTUENGA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12539
725,12497,CASTILLO DE PERONIEL,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12497
726,10361,CASTILLO DE TEJEDA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10361
727,13557,ATALAYA DE MOSAREJOS,933.000000000000000,MONUMENTO,01/23/14,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13557
728,5551,CASTILLO-PALACIO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5551
729,5356,TORRE DE PUEBLA DE LILLO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5356
730,640,CASTILLO DE ZURRAQUIN,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=640
731,590,CASTILLO DE VALDECORNEJA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=590
746,4639,CASTILLO DEL MARQUES DE VILLAFRANCA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4639
747,4938,HOTEL ALFONSO V (ANTES OLIDEN),933.000000000000000,MONUMENTO,05/03/91,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4938
732,16390,CASTILLO DE AMESNAL,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16390
733,14540,CASTRO - RECINTO AMURALLADO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14540
734,9380,CASTILLO DE MONTEMAYOR,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9380
735,9369,CASTILLO DE MONLEON,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9369
736,9340,"CASTILLO ""PLAZA DE ARMAS""",972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9340
748,5496,TORRE DE LA IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,09/01/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5496
749,5720,IGLESIA DE SAN JULIAN,933.000000000000000,MONUMENTO,11/24/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5720
750,5883,IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,09/11/08,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5883
737,943,CASTILLO DE EL MIRON,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=943
738,1589,"TORRE DE LOS VARONA, CAMENO",972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1589
739,2180,CASTILLO DE HORMAZA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2180
740,965,CASTILLO DE MOMBELTRAN,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=965
741,1128,PALACIO DE LOS DUQUES DE ALBA,933.000000000000000,MONUMENTO,07/07/93,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1128
742,1153,CASTILLO DE CASTRONUEVO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1153
743,16191,IGLESIA PARROQUIAL DE SAN GINES,933.000000000000000,MONUMENTO,12/22/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16191
744,16520,IGLESIA PARROQUIAL DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,06/04/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16520
745,4485,IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,02/29/96,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4485
751,149667,PIEDRAS ALBAS,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=149667
752,16655,CASTILLO DE GRANUCILLO DE VIDRIALES,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16655
753,539585,IGLESIA PARROQUIAL DE PUMAREJO DE TERA,933.000000000000000,MONUMENTO,07/07/11,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=539585
754,14868,CANAL DE CASTILLA: FABRICAS DE HARINAS SAN ANTONIO,933.000000000000000,MONUMENTO,03/04/10,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14868
755,12831,ROLLO DEL PALOMAR,976.000000000000000,ROLLOS DE JUSTICIA,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12831
756,16989,ALC├üZAR DE TORO,933.000000000000000,MONUMENTO,07/26/12,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16989
757,405,MATADERO,933.000000000000000,MONUMENTO,07/10/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=405
758,1653,CONSULADO DEL MAR,933.000000000000000,MONUMENTO,01/26/95,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1653
759,2100,CASA DE LOS CUBOS O TORRE PUMAREJO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2100
760,9102,CASTILLO DEL CUBO DE DON SANCHO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9102
761,8632,"CASTILLO DE ""EL GARDON""",972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8632
762,5589,CASTILLO-PALACIO DE LOS ALVAREZ ACEBEDO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5589
763,5139,CASTILLO DE PALACIOS DE LA VALDUERNA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5139
764,13208,TORRE DE ARBUJUELO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13208
765,13174,TORRE DE HINOJOSA DEL CAMPO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13174
766,13038,CASTILLO DE DEVANOS,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13038
767,9448,EL CASCO ANTIGUO,931.000000000000000,CONJUNTO HIST├ôRICO,08/23/12,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9448
768,8652,IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,07/29/93,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8652
769,8852,IGLESIA PARROQUIAL DE SAN PEDRO APOSTOL,933.000000000000000,MONUMENTO,06/24/93,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8852
770,1121,LA VILLA,931.000000000000000,CONJUNTO HIST├ôRICO,01/10/08,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1121
771,14991,CAPILLA DE SANTA MARIA - MONASTERIO LA MEJORADA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14991
772,17433,"PALACIO DE LOS MOMOS, FACHADA",933.000000000000000,MONUMENTO,11/14/22,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17433
773,17446,PORTADA OESTE Y TORRE IGLESIA SAN VICENTE,933.000000000000000,MONUMENTO,06/27/61,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17446
774,17356,IGLESIA DE SANTA LUCIA,933.000000000000000,MONUMENTO,09/21/17,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17356
775,17306,IGLESIA DE SAN ESTEBAN,933.000000000000000,MONUMENTO,03/26/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17306
776,17294,IGLESIA DE SAN CEBRIAN O SAN CIPRIANO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17294
778,16456,IGLESIA DE SAN JUAN DEL MERCADO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16456
779,15663,CASA DEL SOL EN CALLE SAN GREGORIO,933.000000000000000,MONUMENTO,11/29/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15663
780,15784,FACHADA Y ATRIO DE LA UNIVERSIDAD,933.000000000000000,MONUMENTO,10/24/96,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15784
781,16557,TORRE DE LA IGLESIA DE SAN NICOLAS,933.000000000000000,MONUMENTO,07/08/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16557
782,213748,VALLE DEL RIO MANZANARES: ABRIGO VIII,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=213748
783,214259,ABRIGO V,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=214259
784,214268,ABRIGO VI,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=214268
785,17452,PUERTA DO├æA URRACA,933.000000000000000,MONUMENTO,07/04/74,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17452
786,14325,IGLESIA DE SAN ANDRES Y ROLLO ADYACENTE,933.000000000000000,MONUMENTO,04/02/09,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14325
787,15861,IGLESIA DE SAN BENITO EL REAL,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15861
788,15324,IGLESIA DE EL SALVADOR,933.000000000000000,MONUMENTO,01/15/82,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15324
907,2225,CASTILLO DE FUENTENEBRO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2225
789,16472,TORRE DEL CARACOL,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16472
790,16690,IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,03/02/44,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16690
791,2752,TORRE DE LOS VELASCO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2752
792,3011,BOTICA,933.000000000000000,MONUMENTO,03/01/07,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3011
793,3427,IGLESIA DE LA ASUNCION DE NUESTRA SE├æORA,933.000000000000000,MONUMENTO,04/09/92,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3427
794,3692,TORRE DE LOS VELASCO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3692
795,1864,RUINAS DE SAN JULIAN DE LARA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1864
796,213736,VALLE DEL RIO MANZANARES: ABRIGO VII,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=213736
797,1272,CASTILLO DE SERRANOS DE LA TORRE,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1272
798,1533,TORRE DE BERBERANA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1533
799,10840,IGLESIA DE SAN MARTIN,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10840
800,11382,IGLESIA PARROQUIAL DE SAN VICENTE MARTIR,933.000000000000000,MONUMENTO,01/16/81,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=11382
801,12065,IGLESIA DE LA VIRGEN DE LA PE├æA,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12065
802,10240,IGLESIA PARROQUIAL,933.000000000000000,MONUMENTO,07/13/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10240
817,149569,CANCHAL MEDIANO,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=149569
836,16661,"DOLMENES ""SAN ADRIAN"" Y ""LAS PE├æEZUELAS""",937.000000000000000,ZONA ARQUEOL├ôGICA,11/24/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16661
803,11767,CONVENTO DE SAN ANTONIO EL REAL,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=11767
804,12274,IGLESIA DE SAN VICENTE,933.000000000000000,MONUMENTO,05/21/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12274
805,12509,IGLESIA DE SAN JUAN BAUTISTA,933.000000000000000,MONUMENTO,10/03/13,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12509
806,12702,IGLESIA DE SAN MARTIN,933.000000000000000,MONUMENTO,10/03/13,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=12702
807,13012,PUENTE DE SORIA,933.000000000000000,MONUMENTO,06/29/00,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13012
808,13372,ERMITA DE LA VIRGEN DEL VAL,933.000000000000000,MONUMENTO,04/27/00,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13372
809,13517,IGLESIA DE NUESTRA SE├æORA DE LA ASUNCION,933.000000000000000,MONUMENTO,11/03/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=13517
810,542770,ROLLO-PICOTA DE AGUILAR DE CAMPOS,976.000000000000000,ROLLOS DE JUSTICIA,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=542770
811,10672,IGLESIA DE SAN ANDRES,933.000000000000000,MONUMENTO,12/28/95,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10672
812,4248,PALACIO DE CANEDO,933.000000000000000,MONUMENTO,11/03/94,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4248
813,4893,EDIFICIO NEOMUDEJAR EN C/ALCAZAR DE TOLEDO N┬║ 13,933.000000000000000,MONUMENTO,12/04/97,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=4893
814,5195,IGLESIA PARROQUIAL DE SAN PEDRO APOSTOL,933.000000000000000,MONUMENTO,07/02/92,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5195
815,5831,IGLESIA DE SANTIAGO,933.000000000000000,MONUMENTO,04/07/93,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=5831
816,3799,RUINAS DE LA IGLESIA DE SAN FELIX,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3799
818,16355,CASTILLO DE VILLAVELLID,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16355
819,15386,CASTILLO DE TIEDRA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15386
820,2867,IGLESIA DE SAN BLAS,933.000000000000000,MONUMENTO,02/09/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=2867
821,14409,TORRE-FORTALEZA,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=14409
822,16001,MONASTERIO DE NUESTRA SE├æORA DE PRADO,933.000000000000000,MONUMENTO,08/14/77,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16001
823,10596,CASA PALACIO CONTRERAS,933.000000000000000,MONUMENTO,07/17/69,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=10596
824,11040,IGLESIA ARRUINADA DE SAN MARTIN,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=11040
825,212969,CASTRO II,971.000000000000000,ARTE RUPESTRE,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=212969
826,16632,MONASTERIO DE SANTA MAR├ìA,933.000000000000000,MONUMENTO,01/10/08,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16632
827,16913,DESPOBLADO DE CASTROTORAFE,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16913
828,16923,DESPOBLADO DE CASTROTORAFE,937.000000000000000,ZONA ARQUEOL├ôGICA,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16923
829,17060,PLAZA DE TOROS,933.000000000000000,MONUMENTO,08/28/08,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17060
830,17066,PUENTE MAYOR DE TORO,933.000000000000000,MONUMENTO,04/16/09,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17066
831,1957,IGLESIA DE SAN MIGUEL ARC├üNGEL,933.000000000000000,MONUMENTO,04/13/83,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1957
832,1518,CASTILLO DE BELORADO,972.000000000000000,CASTILLOS,01/03/-1,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=1518
833,3652,IGLESIA DE SAN LORENZO,933.000000000000000,MONUMENTO,06/03/31,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=3652
834,8108,"FUENTE, ERMITA DE SAN JUAN, HUERTA Y OTROS",933.000000000000000,MONUMENTO,05/09/61,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=8108
835,9583,"CASA DE LOS ABARCA O DE LOS ABARCA-MALDONADO, MUSEO DE SALAMANCA",933.000000000000000,MONUMENTO,02/02/21,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=9583
837,15236,IGLESIA DE SAN CIPRIANO,933.000000000000000,MONUMENTO,04/09/03,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15236
838,17439,PORTADA IGLESIA SAN JUAN PUERTA NUEVA,933.000000000000000,MONUMENTO,06/27/61,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=17439
839,15841,IGLESIA DE LA PASION,933.000000000000000,MONUMENTO,03/10/28,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=15841
840,16017,MONASTERIO DE SANTA MARIA DE LAS HUELGAS,933.000000000000000,MONUMENTO,12/17/98,https://servicios.jcyl.es/pweb/datosGIS.do?tipo=inmueble&numero=16017
